,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,NFLX US Equity,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,AMD US Equity,GE US Equity,GE US Equity,GE US Equity,GE US Equity,GE US Equity,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity
,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME,CLOSE,HIGH,LOW,OPEN,VOLUME
2011-11-02,14.1932000925,14.29427142,14.11141446,14.285700000000002,63508515.50851551,11.91284523,12.0571308,11.457131400000002,11.52713133,8722498.722498722,5.46,5.49,5.35,5.43,2480598.0,124.96263,127.03893216,124.27052928,125.57783064,1447177.25,89.38965943765726,89.7349784353776,87.74939419848577,88.67983705345439,1097040.0
2011-11-03,14.3953427475,14.406414165,14.1210573075,14.252485747500002,79150843.15084314,13.18427253,13.227129630000002,11.68713117,12.01855941,21799344.7993448,5.73,5.76,5.3,5.5,2071335.0,128.19243336,128.34623352,125.80853088,126.885132,1033724.125,91.32728270264352,91.48075781274144,89.15944677251039,90.646236901584,1384990.0
2011-11-04,14.29427142,14.4081998775,14.255700030000002,14.357128500000002,54055930.05593005,12.85998714,13.26855816,12.53855889,13.06855836,15739347.739347735,5.67,5.77,5.49,5.6,1833265.0,126.03923112,127.2696324,124.88572992,127.2696324,956068.375,93.65818593725568,93.93635957430814,90.71338226225184,90.96277931616096,1341866.0
2011-11-07,14.276057152500002,14.285700000000002,14.1482001375,14.282485717500002,54585550.58555058,12.975701310000002,13.3999866,12.854272860000002,12.999987,9986461.986461986,5.68,5.77,5.53,5.65,1768383.0,126.03923112,126.34683144,123.96292896,125.57783064,1144343.25,94.50229904279423,95.61499359100416,92.37283189018558,94.15698004507392,1052896.0
2011-11-08,14.508199777500002,14.539628317500002,14.3424856575,14.3646284925,73934577.93457793,12.924272790000002,13.227129630000002,12.80855862,13.0714155,7540225.5402255375,5.75,5.78,5.65,5.74,1359323.0,126.73133184,126.80823191999998,125.03953008,126.65443175999998,1106646.875,97.15933688636449,97.49506368970373,94.75169609670336,95.43274189776288,1534332.0
2011-11-09,14.11712874,14.31569997,14.0803430625,14.17855725,120724500.72450072,12.57855885,12.91998708,12.571416,12.714273,6611247.61124761,5.38,5.63,5.38,5.55,1945108.0,121.8866268,124.50122952,121.117626,124.19362920000002,1443100.25,92.57426797218912,95.13538387194816,91.9891441149408,93.5718561878256,1459729.0
2011-11-10,13.757843385000005,14.1860572425,13.648557780000004,14.182485817500002,130176918.17691816,12.15998784,12.8999871,12.119987880000002,12.75570153,8388857.388857389,5.66,5.72,5.35,5.49,2620730.0,123.50152848,124.50122952,122.80942776,123.8091288,1337444.125,94.0994268787872,95.26967459328384,92.26731775199328,94.20494101697952,853489.0
2011-11-11,13.736414835,13.882128975,13.580700705,13.8124861875,110469378.46937846,12.53570175,12.56284458,11.9571309,12.22713063,8771176.77117677,5.95,5.99,5.67,5.69,2109089.0,125.3471304,126.65443175999998,124.80882984,124.96263,1377554.0,95.73969211795873,96.55502864035392,95.37518873147616,95.99868136624896,812996.0
2011-11-14,13.544986455,13.7589148125,13.5074864925,13.727486272500002,73632821.63282162,12.24570204,12.5857017,12.2142735,12.56998743,4052787.052787053,5.79,5.99,5.76,5.92,1542618.0,123.8091288,125.19333024,123.19392816,124.73192976,704904.5,93.82125324173472,95.45192628652514,93.13061524629408,94.79965706860897,1047140.0
2011-11-15,13.8867718275,13.9103432325,13.553557875,13.599986400000002,85375221.37522137,12.325701960000002,12.43570185,12.071416500000002,12.164273550000004,5325129.325129325,5.76,5.85,5.7,5.74,1993490.0,124.57812959999998,125.42403047999998,123.27082824,123.27082824,670078.5,94.78047267984672,95.46151848090624,92.804480637336,93.62940935411233,1082419.0
2011-11-16,13.7417719725,13.9682003175,13.725700560000002,13.90855752,62647934.64793465,11.59713126,12.35141622,11.55998844,12.35141622,7629636.629636629,5.68,5.84,5.64,5.72,1752523.0,122.6556276,124.88572992,122.42492736,123.34772832,1165769.625,93.61981715973118,96.7372803335952,93.43756546648991,94.003504934976,1128770.0
2011-11-17,13.4789150925,13.732129125000002,13.4110580175,13.707843435,78256298.25629824,10.92284622,11.56427415,10.8285606,11.53855989,12249074.249074249,5.44,5.74,5.4,5.69,2132717.0,120.27172512,123.34772832,119.195124,122.73252768,1456888.125,90.57909154091617,93.75410788106689,89.5910955196608,93.12102305191296,1240393.0
2011-11-18,13.390700895,13.570700715,13.38855804,13.5317721825,83779527.77952777,11.15141742,11.285703000000002,10.86284628,10.957131900000002,9355376.355376355,5.47,5.52,5.4,5.47,1752112.0,120.3486252,121.8866268,120.11792496,121.27142616,1620150.625,90.47357740272383,91.7013782835072,89.57191113089857,91.38483586893022,1487792.0
2011-11-21,13.1789153925,13.27427244,13.06855836,13.222486777500002,68181748.18174818,10.63856079,11.42570286,10.465703820000002,10.999989,10878486.878486875,5.42,5.47,5.23,5.31,2097421.0,117.19572192,119.04132384,116.96502168,119.04132384,1516698.875,88.63187608154881,89.51435796461183,87.91246150296482,89.14985457812928,891477.0
2011-11-22,13.4467722675,13.497129360000002,13.2496296075,13.2639153075,65153573.15357315,10.06427565,10.59856083,9.85856157,9.88713297,26378567.37856737,5.3,5.46,5.29,5.4,2393852.0,115.27321992,117.50332224,115.19631984,117.34952208,1552368.5,87.89327711420253,89.11148580060483,87.04916400866402,88.51676974897535,1013064.0
2011-11-23,13.106772607500002,13.42141515,13.10284404,13.382129475,89467705.46770546,9.7857045,10.104275610000002,9.775704510000002,9.93141864,10164129.164129164,5.05,5.19,5.01,5.19,2142498.0,113.27381784,114.9656196,113.27381784,114.5811192,1327074.375,84.19069008309023,86.74221378846815,84.18109788870913,86.46404015141569,1224935.0
2011-11-25,12.982129875000002,13.25427246,12.977844165,13.14998685,52199080.19908019,9.12427659,9.94141863,8.985705300000003,9.73856169,8149275.149275147,4.99,5.1,4.96,5.0,1103459.0,113.0431176,115.50392016,113.0431176,113.19691776,592431.5,83.15473308992928,85.30338463130015,83.15473308992928,83.97006961232448,774350.0
2011-11-28,13.432843710000002,13.4517722625,13.2260582025,13.302486697500004,74048314.04831403,9.99284715,10.107132750000002,9.544276170000002,9.5999904,12839699.839699838,5.3,5.35,5.2,5.23,1680204.0,113.81211840000002,117.272622,112.88931744,117.19572192,1765550.5,86.93405767609056,87.51918153333887,85.4664519357792,85.4664519357792,1139217.0
2011-11-29,13.3285581,13.5296293275,13.22141535,13.42284372,63999971.99997199,9.65284749,9.91284723,9.37856205,9.90427581,10851725.85172585,5.32,5.43,5.31,5.33,1204698.0,114.73491936,116.5036212,113.96591856,114.50421912,1529020.75,88.43043999954529,89.3992516320384,86.93405767609056,87.20263911876191,1008060.0
2011-11-30,13.64998635,13.64998635,13.51141506,13.607843535,94264642.26464224,9.218562210000002,9.901418670000002,8.90999109,9.86141871,22152271.15227115,5.69,5.69,5.47,5.48,3078682.0,122.34802728,122.34802728,117.81092256,118.04162279999998,2553889.75,94.8668024292768,95.03946192813696,92.20976458570657,92.4207928620912,2153593.0
2011-12-01,13.8546290025,13.89284325,13.60284354,13.6589149125,74091994.09199409,9.595704690000002,9.77713308,9.142848,9.202847940000002,10417683.417683415,5.7,5.74,5.54,5.6,2189484.0,122.34802728,123.040128,120.96382584,122.2711272,1146659.875,92.88121819238496,95.12579167756704,92.41120066771008,94.5310756259376,1131288.0
2011-12-02,13.917843225,14.057128800000005,13.878557550000002,13.928557500000002,75286699.28669928,9.48141909,9.69427602,9.302847840000002,9.489990510000002,7018361.018361017,5.65,5.83,5.65,5.75,1053216.0,123.73222872,125.3471304,123.50152848,123.57842856,1313027.25,92.00832850370304,94.27208637764735,91.7973002273184,93.7157391035424,1028479.0
2011-12-05,14.0360573925,14.157128699999998,13.943200342500004,14.04570024,58705334.70533471,10.017132840000002,10.271418300000002,9.3285621,9.51141906,10968821.968821969,5.76,5.84,5.69,5.76,1489264.0,125.57783064,126.885132,124.42432944,125.7316308,1368354.625,94.21453321136065,95.90275942243775,93.00591671933952,94.39678490460192,1387833.0
2011-12-06,13.962486037500002,14.0924859075,13.90712895,14.019271695000002,60186928.18692818,9.73427598,10.10998989,9.54570474,10.01141856,12496643.496643497,5.66,5.78,5.62,5.73,1167241.0,128.57693375999995,130.11493536,126.65443175999998,126.96203208,1910418.25,93.19776060696192,94.40637709898304,92.75651966543045,94.3104551551718,735130.0
2011-12-07,13.8960575325,13.959628897500002,13.813914757500005,13.917843225,60199136.19913621,10.27998972,10.394275320000002,9.646418925,9.7571331,10383838.383838383,5.72,5.74,5.53,5.58,1566736.0,128.73073391999998,129.42283464,127.11583224,128.4231336,1280204.75,92.34405530704224,93.044285496864,90.81889640044416,92.085066058752,870733.0
2011-12-08,13.952128905000002,14.124985875000002,13.9374860625,13.981414590000002,77490553.49055348,9.93999006,10.41998958,9.8714187,10.21856121,9378112.378112378,5.47,5.69,5.45,5.63,1875436.0,125.42403047999998,128.0386332,124.96263,127.73103288,1869681.25,88.89086532983904,92.20017239132544,88.54554633211876,91.47116561836027,1003697.0
2011-12-09,14.057843085000002,14.0724859275,13.96712889,14.024985975,55388031.38803138,10.12713273,10.235704050000002,9.934275780000002,9.934275780000002,6822192.822192823,5.54,5.55,5.4,5.47,1989599.0,129.49973472,130.57633584,125.80853088,125.80853088,1457983.0,90.55031495777278,90.76134323415742,88.8333121635523,88.94841849612577,888887.0
2011-12-12,13.99427172,14.0667716475,13.9089146625,13.987843155000002,61476721.47672147,10.751417820000002,10.96856046,9.93141864,9.98713287,16876631.876631875,5.3,5.38,5.22,5.37,1699218.0,126.57753168,129.65353488,125.50093056,128.807634,1188982.25,88.03716002991936,88.54554633211876,86.29138065255552,88.248188306304,1543660.0
2011-12-13,13.8860575425,14.120700165,13.825700460000002,14.03570025,67413063.4130634,10.30141827,11.08427463,10.23141834,10.77570351,16380779.38077938,5.18,5.38,5.12,5.32,2701440.0,126.26993136000002,128.50003368,125.3471304,127.2696324,1568654.625,87.94123808610817,90.34887887576927,87.05875620304512,88.72779802535999,1216069.0
2011-12-14,13.5782007075,13.8346290225,13.490700795000002,13.810700475,76538664.53866453,10.14856128,10.235704050000002,9.84570444,9.96427575,8271061.27106127,5.07,5.17,5.01,5.16,1414280.0,127.73103288,128.88453408,125.3471304,125.96233103999998,1787105.375,84.81418271786303,87.19304692438082,84.4496793313805,86.80935914913601,1197279.0
2011-12-15,13.533557895,13.704986295,13.51141506,13.6903434525,53453537.45353745,9.95999004,10.26141831,9.91570437,10.2285612,6399301.399301399,5.04,5.17,5.01,5.17,1712166.0,129.11523431999998,129.73043496,127.6541328,129.5766348,1180819.125,83.95088522356222,86.55036990084575,83.4041301438384,85.5240051020659,1602115.0
2011-12-16,13.607843535,13.719271995,13.5571293,13.606414965000004,130607894.6078946,9.97427574,10.119989880000002,9.88713297,10.02713283,11098504.098504098,5.13,5.14,5.03,5.08,2548586.0,130.80703608000002,131.42223672,130.03803528,130.34563559999998,3329321.75,85.62951924025823,85.8021787391184,83.99884619546782,84.9388812448176,2303545.0
2011-12-19,13.6503434925,13.74427197,13.589272125,13.659629197500005,57109053.10905311,9.592847550000002,9.969990030000002,9.56284758,9.969990030000002,6208887.208887207,4.86,5.18,4.82,5.18,1856400.0,129.65353488,131.4991368,129.11523431999998,130.42253568,1485994.75,83.75904133593984,85.76380996159392,83.49045989326848,85.76380996159392,799349.0
2011-12-20,14.146414425,14.146414425,13.8310575975,13.839271875,68120512.12051211,10.1999898,10.22570406,9.749990250000002,9.799990199999998,7625443.625443625,5.19,5.2,4.95,4.98,2369936.0,132.88333824,133.72923912,131.1146364,131.19153648,1341274.0,88.41125561078304,88.71820583097887,85.78299435035616,85.85973190540513,1053782.0
2011-12-21,14.15873584125,14.18695009875,14.0003431425,14.16141441,43576919.57691957,10.13856129,10.342846800000002,10.02713283,10.184275530000004,5632730.632730632,5.08,5.2,4.99,5.11,1765586.0,136.03624152,136.65144216,131.88363719999998,133.4216388,1501190.5,89.31292188260832,89.52395015899296,87.45203617267107,88.97719507926914,921526.0
2011-12-22,14.233914337500002,14.254271460000002,14.146414425,14.17855725,38727538.72753873,10.548560880000002,10.628560800000002,10.15998984,10.15998984,5254177.254177254,5.45,5.5,5.1,5.11,1930724.0,138.8046444,139.49674512,135.72864119999997,136.03624152,1969786.0,90.36806326453151,90.56949934653504,88.84290435793345,89.52395015899296,958204.0
2011-12-23,14.406414165,14.4139141575,14.267842875,14.274628582500002,44759612.75961275,10.374275340000002,10.65427506,10.328561099999998,10.58998941,4691145.691145691,5.41,5.5,5.35,5.5,1383910.0,140.18884584,140.57334624,138.0356436,138.65084424,803400.0,90.76134323415742,91.03951687120993,89.93641451738114,90.79971201168192,544650.0
2011-12-27,14.5189140525,14.609271105,14.393557035,14.398557030000005,53225589.22558922,10.08284706,10.35427536,10.0285614,10.328561099999998,4570661.57066157,5.38,5.48,5.35,5.38,812656.0,138.49704408,139.9581456,138.49704408,139.49674512,1308634.25,91.5574953677904,91.7493392554128,90.46398520834272,90.76134323415742,534321.0
2011-12-28,14.377842765,14.580342562500002,14.334985665,14.532128325,41519925.51992552,9.885704400000002,10.142847000000002,9.79713306,10.07427564,4725921.725921726,5.28,5.41,5.24,5.39,738893.0,137.11284263999997,138.49704408,136.34384184,138.420144,753086.5,89.0635248286992,91.64382511722047,88.94841849612577,91.42320464645472,742446.0
2011-12-29,14.46855696,14.4867712275,14.303914267500002,14.4017713125,35626759.626759626,9.8999901,9.98427573,9.659990340000002,9.85427586,4752591.752591752,5.34,5.39,5.28,5.31,800044.0,138.95844456,139.34294496,137.11284263999997,137.18974272,1139173.75,89.89804573985664,90.05152084995457,88.80453558040897,89.45680479832512,644732.0
2011-12-30,14.46427125,14.5096283475,14.410342732500002,14.4110570175,41829045.82904583,9.898561530000002,10.08427563,9.834275880000002,9.87284727,3423171.423171423,5.4,5.45,5.28,5.34,1084762.0,137.72804328,139.03534463999998,137.57424312,138.72774432,943192.375,89.8788613510944,90.51194618024832,89.51435796461183,89.51435796461183,592680.0
2012-01-03,14.686771027500004,14.731770982500002,14.60712825,14.624985375,64508032.50803249,10.31998968,10.38713247,10.02713283,10.057132800000002,6882504.882504882,5.48,5.58,5.44,5.51,1613121.0,141.18854688,142.26514799999995,140.342646,140.65024631999998,1247154.0,92.68937430476257,93.52389521592,91.5479031734093,93.52389521592,1083099.0
2012-01-04,14.765699520000002,14.80998519,14.6181996675,14.64998535,45354865.35486535,11.49284565,11.56570272,10.258561170000002,10.33570395,21523047.52304752,5.46,5.48,5.42,5.43,1354361.0,142.72654848,143.03414880000005,140.57334624,140.7271464,837748.125,92.96754794181508,93.3800123002032,91.83566900484288,92.50712261152128,903652.0
2012-01-05,14.9296279275,14.9474850525,14.738913832500002,14.8196280375,46069510.06951007,11.3285601,11.694274020000002,11.041417530000002,11.34570294,18735231.73523173,5.46,5.56,5.35,5.43,1635163.0,142.64964840000005,143.03414880000005,140.7271464,142.11134784,904184.625,92.2289489744688,93.2361293844864,91.45198122959808,92.88121819238496,964786.0
2012-01-06,15.0874849125,15.097842045000002,14.972127885000004,14.9917707225,60366996.36699636,12.327130530000002,12.4714161,11.24856018,11.302845840000002,24526029.526029523,5.43,5.52,5.4,5.45,1568609.0,143.41864919999998,144.49525032,142.72654848,143.95694976,851287.0,91.86444558798622,92.90999477552832,90.9244105386365,92.43038505647232,647192.0
2012-01-09,15.0624849375,15.274984725,15.04855638,15.19712766,79901047.9010479,14.025700260000002,14.235700050000002,12.45141612,12.8428443,42602658.6026586,5.59,5.6,5.38,5.42,2571761.0,145.03355087999995,145.18735103999995,142.72654848,144.11074992,883210.75,92.97714013619616,93.45674985525216,91.73974706103172,91.88362997674852,648082.0
2012-01-10,15.11569917,15.2142705,15.056413515,15.2142705,48251216.25121625,13.68998631,14.26284288,13.214272500000002,14.25855717,27247821.247821245,5.71,5.75,5.64,5.67,1578102.0,143.95694976,146.110152,143.18794896,146.110152,1196446.5,93.88839860240256,95.35600434271392,93.50471082715777,94.71332731917887,763175.0
2012-01-11,15.0910563375,15.10141347,14.9760564525,15.0853420575,42116326.11632612,13.164272550000002,13.65427206,13.06855836,13.561415010000005,15645855.645855645,5.81,5.83,5.71,5.71,1476910.0,145.18735103999995,145.64875152000005,142.26514799999995,142.64964840000005,980115.25,92.64141333285696,93.52389521592,92.085066058752,93.284090356392,666403.0
2012-01-12,15.0496278075,15.10141347,14.9553421875,15.086056342500004,39850143.85014385,13.164272550000002,13.33712952,12.74570154,13.211415360000002,11315490.315490317,5.82,5.84,5.71,5.83,1958275.0,145.57185144,146.110152,144.26455008000005,146.03325191999997,735429.125,93.83084543611584,95.69173114605312,92.6989664991437,93.29368255077313,1419588.0
2012-01-13,14.998913572500005,15.015342127500002,14.952842190000002,14.9831993025,43916783.91678392,13.48284366,13.79284335,12.88712997,13.13570115,14706454.706454704,5.65,5.79,5.64,5.76,1455955.0,144.87975072,144.87975072,143.03414880000005,144.5721504,1151358.75,93.63900154849344,93.65818593725568,92.31527872389889,93.29368255077313,1259636.0
2012-01-17,15.167841975,15.2124847875,15.10569918,15.14998485,47808199.8081998,13.53141504,13.97855745,13.47712938,13.714272,10248283.248283248,5.73,5.84,5.71,5.79,1149389.0,144.11074992,146.80225271999996,143.64934943999995,146.110152,1055165.0,95.2504902045216,96.1425642819658,94.8188414573712,95.682138951672,1053112.0
2012-01-18,15.325341817500002,15.3374846625,15.22569906,15.2496276075,50678090.67809068,14.07570021,14.12998587,13.18141539,13.314272400000002,11727405.727405729,5.97,6.03,5.73,5.75,2273048.0,146.26395216,146.4946524,142.72654848,143.11104888,1102720.25,96.81401788864416,96.87157105493088,94.11861126754944,95.2504902045216,901244.0
2012-01-19,15.276770437500002,15.4039131675,15.2324847675,15.3581989275,51749035.74903575,14.77998522,14.94141363,14.23712862,14.23712862,12647927.647927647,6.22,6.24,5.99,6.04,2244405.0,147.2636532,147.57125352,145.64875152000005,146.26395216,854112.875,95.78765308986428,97.09219152569663,95.2504902045216,96.9770851931232,720868.0
2012-01-20,15.010699275000002,15.267484732500002,14.9910564375,15.267484732500002,86401926.4019264,14.31998568,14.965699320000002,14.2428429,14.6571282,9672994.672994671,6.42,6.48,6.18,6.25,3010223.0,147.2636532,147.41745336,143.64934943999995,144.72595056,2303254.75,96.27685500330143,96.48788327968607,94.44474587650753,96.48788327968607,1577116.0
2012-01-23,15.264984735000002,15.301770412500002,15.08284206,15.106056322500002,52623084.62308462,13.42284372,14.231414340000002,13.37284377,14.12427159,12745255.745255744,6.52,6.6,6.4,6.44,1999547.0,145.64875152000005,147.95575391999995,145.34115119999996,146.4946524,934632.25,97.89793585371072,98.23366265704992,95.7780608954832,97.3128119964624,1225749.0
2012-01-24,15.017842125,15.180341962500002,14.9853421575,15.178556250000002,138958650.95865095,13.23855819,13.52570076,13.06998693,13.1571297,8334432.334432334,6.53,6.81,6.4,6.48,3864652.0,144.87975072,145.03355087999995,144.18765,144.80285063999997,1079370.75,96.80442569426305,97.34158857960576,95.48070286966848,96.67972716730849,867373.0
2012-01-25,15.952126905000002,16.2303409125,15.8503412925,16.223555205,203659323.65932363,13.57712928,13.64141493,13.095701190000002,13.242843900000002,21762461.76246176,6.73,6.78,6.25,6.3,4615386.0,147.10985304,147.34055328,144.5721504,145.11045096,1263792.625,99.2408430670675,99.55738548164447,95.1545682607104,96.881163249312,1185663.0
2012-01-26,15.873912697500002,16.0281982575,15.8267698875,16.016055412500002,61079233.07923307,16.57284057,17.052840090000004,16.01855541,16.285698,34459998.45999846,6.77,6.95,6.68,6.73,3173916.0,146.64845256,148.18645415999995,146.03325191999997,148.18645415999995,865686.375,96.10419550444128,99.43268695468991,95.79724528424543,99.43268695468991,1177549.0
2012-01-27,15.97426974,16.017126840000003,15.857127000000002,15.869269845,71565467.56546757,17.684268030000005,17.712839430000006,16.325697960000007,16.63569765,22183995.183995184,6.82,6.84,6.66,6.72,2607682.0,146.34085224,147.10985304,145.49495136000004,146.110152,990151.875,96.161748670728,97.29362760770016,95.4902950640496,95.75887650672097,1102993.0
2012-01-30,16.178912392500006,16.2103409325,15.90712695,15.9224840775,72422856.42285642,17.918553510000006,18.495695790000006,17.607125250000006,17.857125,17734216.73421673,6.74,6.77,6.62,6.74,2207576.0,145.34115119999996,145.49495136000004,143.80314959999995,144.72595056,794125.875,95.55744042471744,95.84520625615104,94.0994268787872,95.08742290004255,762004.0
2012-01-31,16.30284084,16.365340777500002,16.182126675000006,16.27998372,72804524.8045248,17.171411399999997,17.914982085000005,16.821411750000006,17.857125,15236957.236957235,6.71,6.84,6.69,6.76,4227309.0,143.88004968,146.18705208,143.72624952,146.03325191999997,1459034.125,95.70132334043424,96.4495145021616,94.54066782031872,96.32481597520704,1198902.0
2012-02-01,16.2924837075,16.3924836075,16.26998373,16.374626482500002,59150115.15011515,17.56712529,17.678553750000006,16.892840250000006,17.35283979,12026215.026215024,6.9,6.92,6.8,6.82,2461442.0,144.34145016,146.57155247999995,144.18765,145.64875152000005,930266.625,95.2504902045216,96.4495145021616,94.88598681803906,96.39196133587488,725606.0
2012-02-02,16.25426946,16.3274836725,16.213555215000003,16.2860551425,35161427.161427155,17.714268,17.958553470000005,17.46712539,17.642839499999994,8138978.138978139,6.93,7.0,6.84,6.92,2120299.0,144.18765,145.57185144,143.88004968,144.80285063999997,945930.625,94.46393026526977,95.74928431233982,93.39919668896545,95.56703261909855,696614.0
2012-02-03,16.41712644,16.428555000000006,16.2714123,16.332126525000003,69248689.24868925,18.06141051,18.21141036,17.619982380000003,17.857125,13281743.28174328,7.08,7.12,6.98,7.02,2366513.0,146.26395216,146.8791528,145.49495136000004,146.110152,1073322.375,98.44469093343456,98.65571920981918,95.23130581575936,95.89316722805664,1107691.0
2012-02-06,16.5703405725,16.606054822500006,16.366055062500006,16.370697915,47680911.68091168,18.46426725,18.65569563,17.41141116,17.599982400000005,18480599.48059948,6.92,7.05,6.9,7.0,1634812.0,146.4946524,147.18675312,145.7256516,146.110152,1106736.875,99.758821563648,99.758821563648,97.37995735713024,97.7444607436128,909193.0
2012-02-07,16.7439118275,16.7767689375,16.5924834075,16.623554805,60795396.79539679,18.26855316,19.05569523,18.12141045,18.40426731,16414029.414029412,7.13,7.18,6.96,6.97,2167606.0,147.49435344,147.64815359999997,145.49495136000004,146.110152,723165.375,100.56456589166208,100.957845861288,98.90511626372832,99.9027044793648,935815.0
2012-02-08,17.024268690000003,17.0281972575,16.7774832225,16.809268905000003,76639548.63954863,17.714268,18.187124670000006,17.632839510000004,17.981410590000007,11691985.691985693,7.25,7.39,7.13,7.13,1602416.0,147.95575391999995,148.4171544,146.72535263999995,147.64815359999997,792938.875,99.5669776760256,101.197650720816,98.52142848848352,101.197650720816,683066.0
2012-02-09,17.613196672500006,17.73998226,17.169268545,17.176768537500006,165724773.72477368,17.834267880000006,18.13855329,17.45569683,17.77283937,8360850.36085036,7.24,7.32,7.14,7.28,2086229.0,147.10985304,148.80165480000005,147.03295296,148.34025432,635403.375,99.97944203441376,101.2456116927216,99.45187134345215,99.6149386479312,721195.0
2012-02-10,17.631768082500006,17.770696515,17.448196837500006,17.541768172500007,123971467.97146796,17.704268010000003,18.02998197,17.55426816,17.722839420000003,7772009.772009771,7.05,7.12,6.96,7.06,2420900.0,145.26425112,146.110152,144.34145016,146.110152,1010911.625,98.5118362941024,98.59816604353249,97.46628710656027,98.10896413009536,817891.0
2012-02-13,17.949982050000006,17.9939105775,17.753196532500006,17.847839295000004,120947604.94760494,16.8999831,17.854267860000004,16.87569741,17.852839290000006,11411824.41182441,7.29,7.36,7.18,7.25,2870431.0,146.64845256,146.72535263999995,145.41805128,146.18705208,976426.625,99.81637472993472,99.9027044793648,98.7132723761059,99.48064792659552,461502.0
2012-02-14,18.194981805,18.19855323,17.928553500000003,18.024981975,99850731.85073183,17.581410990000002,17.749267965,16.93569735,16.998554430000002,11470491.470491469,7.32,7.42,7.25,7.25,2201125.0,145.64875152000005,145.95635184,144.5721504,145.57185144,918688.0,99.758821563648,100.6221190579488,99.039406985064,99.81637472993472,690272.0
2012-02-15,17.7739107975,18.7960526325,17.746410825,18.37391019750001,317801073.80107385,17.43712542,17.902839240000006,17.298554130000007,17.66141091,7098014.098014098,7.3,7.5,7.3,7.37,1739822.0,144.26455008000005,146.18705208,143.80314959999995,146.110152,756241.5,99.52860889850112,100.37272200403967,99.09696015135071,100.37272200403967,495706.0
2012-02-16,17.9481963375,18.0317676825,17.379625477500007,17.5467681675,176764288.76428875,17.428554000000002,17.72998227,17.14284,17.45855397,6815535.815535815,7.59,7.6,7.28,7.3,1835469.0,146.18705208,146.34085224,144.5721504,144.5721504,933977.625,100.07536397822494,100.31516883775296,98.90511626372832,99.98903422879488,560143.0
2012-02-17,17.93283921,18.13391043750001,17.868196417500005,17.974982025000006,127646807.64680764,17.407125450000002,17.51569677,17.151411420000002,17.44712541,5494291.494291494,7.42,7.67,7.42,7.65,2408504.0,148.26335424,148.57095456,146.95605288,147.41745336,1982334.125,99.68208400859903,100.66048783547328,98.88593187496608,100.45905175346977,1085731.0
2012-02-21,18.387481612500004,18.387481612500004,18.0046248525,18.112839030000004,118419482.4194824,16.771411800000006,18.02141055,16.668554760000006,17.684268030000005,16568897.568897568,7.28,7.45,7.21,7.44,2910807.0,149.26305528,149.95515600000004,148.57095456,149.41685544,1051497.125,100.1521015332739,100.92906927814464,99.69167620298016,100.71804100176,875612.0
2012-02-22,18.32283882,18.40998159,18.182124675,18.323553105,93227549.22754924,16.057126800000002,16.428555000000006,15.50712735,16.4142693,17612766.612766612,7.14,7.26,7.0,7.24,2879118.0,149.10925512,149.72445575999996,147.49435344,149.26305528,858936.5,99.04899917944512,99.758821563648,98.57898165477025,99.758821563648,720134.0
2012-02-23,18.44248155750001,18.492124365,18.19712466,18.39569589,98193522.1935222,16.14141243,16.307126550000003,15.88141269,15.91998408,7491477.49147749,7.29,7.29,7.05,7.11,2281209.0,148.49405448,148.95545496,146.18705208,146.95605288,968775.5,100.40149858718306,100.48782833661312,98.78041773677376,99.35594939964096,669748.0
2012-02-24,18.6574813425,18.674981325,18.525338617500005,18.56283858,68569744.56974456,15.95284119,16.278555150000006,15.90284124,16.125698160000002,4518252.518252518,7.46,7.57,7.39,7.43,2060673.0,147.95575391999995,148.80165480000005,147.18675312,148.80165480000005,531380.875,99.62453084231232,100.54538150289984,99.25043526144864,100.51660491975647,983545.0
2012-02-27,18.77712408,18.874981125,18.4389101325,18.6181956675,89272713.27271326,15.62998437,15.76426995,15.23427048,15.43569885,10307321.307321306,7.47,7.59,7.28,7.4,1732574.0,146.64845256,147.34055328,145.95635184,146.4946524,816572.125,100.22883908832289,100.5741580860432,98.80919431991713,99.02981479068283,786747.0
2012-02-28,19.1217665925,19.1217665925,18.780338362500004,18.856409715,101939645.93964592,16.18855524,16.402840740000002,15.4428417,15.48712737,7893186.893186892,7.52,7.61,7.43,7.43,1516849.0,147.34055328,147.57125352,146.03325191999997,146.8791528,663608.5,101.15928194329148,102.31993746340704,100.45905175346977,100.49742053099423,747592.0
2012-02-29,19.372837770000004,19.5571233,19.132480867500004,19.3410520875,171542703.54270354,15.818555610000002,16.251412320000004,15.679984320000004,16.162840980000002,9247296.247296246,7.35,7.55,7.34,7.52,2093847.0,146.4946524,147.95575391999995,146.18705208,147.64815359999997,1153365.625,100.11373275574944,101.9650262713056,99.8067825355536,101.26479608148384,1382437.0
